"Date","Pressing period","Application","Title","Keystrokes"
"25.07.2024","08:07:49 - 08:07:57","electron","queries.jsx (Working Tree) (queries.jsx) — admin","isExteranlPerson / '<ALT + TAB>"
"25.07.2024","08:07:57 - 08:08:01","electron","organization.js — admin","<ALT + TAB><ALT + TAB><META + TAB>"
"25.07.2024","08:08:01 - 08:08:21","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"25.07.2024","08:08:56 - 08:09:59","telegram","Adrian Hurimiuc @ Phong Ho","ok, aski← i ton s←telegram⏎<ALT + TAB><META + TAB>"
"25.07.2024","08:09:59 - 08:10:01","electron","organization.js — admin","<ALT + TAB><TAB>"
"25.07.2024","08:10:01 - 08:10:01","telegram","Adrian Hurimiuc @ Phong Ho","<TAB><META + TAB><META + TAB>"
"25.07.2024","08:10:26 - 08:10:28","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<TAB>"
"25.07.2024","08:10:28 - 08:12:26","electron","organization.js — admin","<META + F>user.←<META + ←><META + F>.←/member<ESC><META + F>user⏎⏎⏎<META + TAB>"
"25.07.2024","08:12:26 - 08:12:59","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","hi, osrry ofr ltae reply.<⏎>was←←←I wsa i noutside.⏎yes, it hsould be use.←r.id instead o fuserID←d⏎<META + C><META + TAB>"
"25.07.2024","08:12:59 - 08:13:20","electron","organization.js — admin","<META + F><META + V><META + TAB>"
"25.07.2024","08:13:20 - 08:14:05","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","what what doyou ←←←← u mean by `upadtedUser` and `or←←the orle assgine←ment` /⏎<META + TAB>"
"25.07.2024","08:14:05 - 08:14:18","electron","organization.js — admin","<META + S>"
"25.07.2024","08:14:18 - 08:14:20","electron","externalPerson.js (Working Tree) (externalPerson.js) — admin","<META + TAB>"
"25.07.2024","08:14:20 - 08:14:32","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"25.07.2024","08:14:32 - 08:14:45","electron","queries.jsx (Working Tree) (queries.jsx) — admin","cd c←sr<TAB>⏎yar ndev⏎<CTRL + SHIFT + TAB>"
"25.07.2024","08:14:45 - 08:15:06","electron","Orders.jsx — admin","<CTRL + SHIFT + GRAVE>cd adm<TAB>⏎yard nev⏎"
"25.07.2024","08:15:06 - 08:15:49","special:null","Login | Admin","<META + SHIFT + C><META + SHIFT + C>"
"25.07.2024","08:15:49 - 08:15:53","special:null","Dashboard | Admin","<META + TAB>"
"25.07.2024","08:15:53 - 08:15:57","electron","Orders.jsx — admin","<CTRL + TAB>"
"25.07.2024","08:15:57 - 08:16:12","electron","queries.jsx (Working Tree) (queries.jsx) — admin","<TAB>"
"25.07.2024","08:16:12 - 08:16:20","special:null","Adam LLC | Organizations | Admin","<META + C><META + TAB>"
"25.07.2024","08:16:20 - 08:16:22","electron","queries.jsx (Working Tree) (queries.jsx) — admin","<TAB><META + TAB>"
"25.07.2024","08:16:22 - 08:17:52","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","btwm←, I have ←←←d a uqestion ofr you.⏎<META + V>ni orag←←ganization member,s if it i 1←←s←←has `otehrMember<LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><META + RIGHT>`<ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + RIGHT><ALT + RIGHT><ALT + ←>is<META + RIGHT><RIGHT>, waht should I show/ <⏎>9as you acn see, ←← in the screenshot, I added `Othre` role0⏎<META + TAB>"
"25.07.2024","08:17:52 - 08:18:11","electron","queries.jsx (Working Tree) (queries.jsx) — admin","<META + TAB>"
"25.07.2024","08:18:14 - 08:18:14","special:null","puffcoin.fun/staking","<META + TAB>"
"25.07.2024","08:18:23 - 08:18:24","telegram","Phong <> SAC @ Phong Ho","<TAB><TAB>"
"25.07.2024","08:18:38 - 08:18:39","telegram","Phong <> SAC @ Phong Ho","<META + TAB>"
"25.07.2024","08:18:39 - 08:18:40","special:null","404: This page could not be found","<TAB><TAB><TAB><GRAVE>"
"25.07.2024","08:18:40 - 08:18:41","electron","queries.jsx (Working Tree) (queries.jsx) — admin","<GRAVE>"
"25.07.2024","08:18:41 - 08:19:31","electron","Header.tsx — stoned-ape-web","<GRAVE><GRAVE>git chekcout dev⏎gti bracnh⏎gitc heckout master⏎gp tiull oriign master⏎"
"25.07.2024","08:19:33 - 08:19:41","electron","Tokenomics.tsx — stoned-ape-web","<META + TAB><TAB>"
"25.07.2024","08:19:41 - 08:19:41","special:null","404: This page could not be found","<META + TAB><META + TAB>"
"25.07.2024","08:19:43 - 08:20:11","telegram","Phong <> SAC @ Phong Ho","shuold i sa←tart from mtsab rernach/⏎<META + TAB>"
"25.07.2024","08:20:11 - 08:20:36","electron","puff.tsx — stoned-ape-web","<META + TAB>"
"25.07.2024","08:20:36 - 08:21:39","telegram","Phong <> SAC @ Phong Ho","it is nextjs, and url sohul←←←←←←←←←pega←←←←ur lao←←o fthe apge is /stakign.<⏎>so ineed to←←←←←←← need toc reate a file with /←paegs/satking.tsx⏎<META + TAB><META + TAB>"
"25.07.2024","08:21:42 - 08:21:53","special:null","404: This page could not be found","←←⏎"
"25.07.2024","08:21:53 - 08:22:16","special:null","PUFF | #1 Cannabis Culture Coin on Solana","<META + TAB>"
"25.07.2024","08:22:16 - 08:22:17","telegram","Phong <> SAC @ Phong Ho","<META + TAB>"
"25.07.2024","08:22:17 - 08:22:24","electron","puff.tsx — stoned-ape-web","<META + TAB>"
"25.07.2024","08:22:24 - 08:23:49","telegram","Phong <> SAC @ Phong Ho"," web/src/<LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT>/⏎<UP><⏎>isnt ←←'t it/⏎"
"25.07.2024","08:23:49 - 08:23:58","special:null","PUFF Website – Figma","<META + TAB>"
"25.07.2024","08:23:58 - 08:24:00","telegram","Phong <> SAC @ Phong Ho","<META + TAB>"
"25.07.2024","08:24:00 - 08:24:04","special:null","PUFF Website – Figma","<TAB>"
"25.07.2024","08:24:04 - 08:24:38","telegram","Phong <> SAC @ Phong Ho","<META + TAB>"
"25.07.2024","08:24:38 - 08:24:43","special:null","PUFF Website – Figma","<META + TAB>"
"25.07.2024","08:24:43 - 08:24:46","telegram","Phong <> SAC @ Phong Ho","<META + TAB>"
"25.07.2024","08:24:46 - 08:24:47","special:null","PUFF Website – Figma","<META + TAB>"
"25.07.2024","08:24:47 - 08:24:48","telegram","Phong <> SAC @ Phong Ho","<META + TAB>"
"25.07.2024","08:24:48 - 08:24:51","special:null","PUFF Website – Figma","<TAB>"
"25.07.2024","08:24:51 - 08:24:52","telegram","Phong <> SAC @ Phong Ho","<META + TAB>"
"25.07.2024","08:24:52 - 08:26:59","special:null","PUFF Website – Figma","no header o←←, nai←vigation on htis paeg/<⏎>cc 2<DOWN><DOWN><DOWN>⏎, 2an⏎"
"25.07.2024","08:26:59 - 08:27:04","special:null","Adam LLC | Organizations | Admin","<META + TAB><META + TAB><META + TAB><META + TAB>"
"25.07.2024","08:27:04 - 08:27:07","electron","puff.tsx — stoned-ape-web","git hceckout - b<META + TAB><META + TAB><META + TAB><META + TAB>"
"25.07.2024","08:27:07 - 08:27:08","special:null","Adam LLC | Organizations | Admin","<TAB>"
"25.07.2024","08:27:08 - 08:27:11","electron","puff.tsx — stoned-ape-web","<META + TAB>"
"25.07.2024","08:27:11 - 08:27:19","telegram","Phong <> SAC @ Phong Ho","<META + TAB>"
"25.07.2024","08:27:19 - 08:29:13","electron","puff.tsx — stoned-ape-web","puffsta←←←-staking⏎c dwe⏎<TAB>yarn←←←←←node -v⏎nv mls⏎vnm use 16⏎npm install⏎npm run dve⏎"
"25.07.2024","08:29:13 - 08:29:17","special:null","Stoned Ape Crew | #1 Cannabis Community in web3","/puff←⏎<TAB>"
"25.07.2024","08:29:17 - 08:29:58","electron","puff.tsx — stoned-ape-web","<META + TAB>"
"25.07.2024","08:29:58 - 08:30:04","special:null","localhost:3000/puff","<META + SHIFT + C><META + SHIFT + C>"
"25.07.2024","08:30:04 - 08:33:25","special:null","PUFF Website – Figma","<ESC><ESC><ESC>                   "
"25.07.2024","08:33:25 - 08:33:31","special:null","Feefty","<META + GRAVE>"
"25.07.2024","08:33:31 - 08:35:01","special:null","New Tab","gihtu<RIGHT>←←←←←←←←←←←phnogoh93⏎"
"25.07.2024","08:35:01 - 08:35:09","special:null","PhongHo93 / June 2024","<GRAVE>"
"25.07.2024","08:35:09 - 08:35:39","special:null","Feefty","<RIGHT><RIGHT><ALT + ←><ALT + ←>←←←←⏎←"
"25.07.2024","08:35:39 - 09:38:32","special:null","GitHub","<CTRL + META + Q>"
"25.07.2024","09:38:32 - 09:38:43","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + TAB><META + TAB><META + TAB><TAB><META + TAB>"
"25.07.2024","09:38:43 - 09:38:44","electron","queries.jsx (Working Tree) (queries.jsx) — admin","<GRAVE><GRAVE>"
"25.07.2024","09:39:15 - 09:39:18","electron","organization.js (Working Tree) (organization.js) — admin","<TAB><TAB>"
"25.07.2024","09:39:18 - 09:39:45","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + TAB><META + TAB>"
"25.07.2024","09:39:45 - 09:39:47","electron","organization.js (Working Tree) (organization.js) — admin","<TAB>"
"25.07.2024","09:39:47 - 09:39:47","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + GRAVE><META + GRAVE>"
"25.07.2024","09:41:27 - 09:41:29","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + TAB>"
"25.07.2024","09:41:29 - 09:41:31","electron","organization.js (Working Tree) (organization.js) — admin","<META + P>verifiac⏎"
"25.07.2024","09:41:31 - 09:41:37","electron","verification.js — admin","<TAB>"
"25.07.2024","09:41:37 - 09:41:47","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + TAB>"
"25.07.2024","09:41:47 - 09:42:10","electron","verification.js — admin","⏎⏎aiawt co←←a←corde⏎.orag⏎.update"
"25.07.2024","09:42:10 - 09:44:12","electron","index.js — admin","; PrismaClietn<ESC>←←←<META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><TAB>"
"25.07.2024","09:44:13 - 09:44:20","electron","managerDb.js — admin","<CTRL + TAB>"
"25.07.2024","09:44:21 - 09:44:23","electron","index.js — admin","<TAB>"
"25.07.2024","09:44:23 - 09:44:35","electron","verification.js — admin","←←<RIGHT><RIGHT><ALT + RIGHT><RIGHT><RIGHT>←<META + S><ESC>"
"25.07.2024","09:44:35 - 09:44:37","electron","index.js — admin","<TAB>"
"25.07.2024","09:44:37 - 09:45:03","electron","verification.js — admin","<META + Z><META + Z><META + Z><META + S>"
"25.07.2024","09:45:03 - 09:45:14","telegram","X Z @ Phong Ho","any <META + ←><META + TAB>"
"25.07.2024","09:45:14 - 09:47:59","electron","index.js — admin","Ω<META + S>"
"25.07.2024","09:47:59 - 09:48:39","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<GRAVE>"
"25.07.2024","09:48:39 - 09:48:39","special:null","Book1 - Google Sheets","<TAB>"
"25.07.2024","09:48:39 - 09:48:42","slack","form-flow (Channel) - Devil - Slack","<META + TAB><TAB>"
"25.07.2024","09:48:42 - 09:49:12","electron","index.js — admin","<GRAVE>"
"25.07.2024","09:49:12 - 09:49:56","finder","pages","<META + UP><META + UP>"
"25.07.2024","09:49:56 - 09:49:57","finder","src","<META + UP>"
"25.07.2024","09:49:57 - 09:49:57","finder","web","<UP>"
"25.07.2024","09:50:07 - 09:50:08","finder","pay-web","<META + UP>"
"25.07.2024","09:50:08 - 09:50:17","finder","stoned-ape-web","<META + UP>"
"25.07.2024","09:50:17 - 09:50:39","finder","sac","<LEFT><RIGHT><META + C>p-sca⏎<META + A>"
"25.07.2024","09:50:39 - 09:50:41","finder","stoned-ape-web","ç"
"25.07.2024","09:50:45 - 09:50:57","finder","p-sac","<META + TAB>"
"25.07.2024","09:50:57 - 09:51:18","special:null","New Tab","gtih⏎"
"25.07.2024","09:51:18 - 09:51:42","special:null","New repository","ascsac1<META + ←>"
"25.07.2024","09:51:42 - 09:51:49","special:null","GitHub","sca"
"25.07.2024","09:51:49 - 09:52:08","special:null","PhongHo93/SAC","<TAB><META + TAB>"
"25.07.2024","09:52:08 - 09:52:25","electron","puff.tsx — stoned-ape-web","ret⏎ dc"
"25.07.2024","09:52:25 - 09:52:27","finder","sac","<META + TAB>"
"25.07.2024","09:52:27 - 09:52:28","terminal","mac — -zsh — 80×24","⏎"
"25.07.2024","09:52:28 - 09:56:02","terminal","p-sac — -zsh — 80×24","gitlc o en<META + V>⏎<TAB><UP>⏎"
"25.07.2024","09:56:02 - 09:56:03","finder","SAC","<TAB>"
"25.07.2024","09:56:03 - 09:56:20","terminal","p-sac — -zsh — 80×24","<META + TAB><META + TAB>"
"25.07.2024","09:56:20 - 09:56:40","electron","Welcome — SAC","<CTRL + SHIFT + GRAVE><CTRL + G><CTRL + I><CTRL + T><CTRL + L><CTRL + SPACE><CTRL + G><CTRL + O><CTRL + ⏎><CTRL + Q><CTRL + TAB>"
"25.07.2024","09:56:46 - 09:56:58","finder","stoned-ape-web","<META + A>ç"
"25.07.2024","09:56:58 - 09:58:36","finder","SAC","<META + V>"
"25.07.2024","09:58:36 - 09:58:37","electron","Welcome — SAC","<META + GRAVE>"
"25.07.2024","09:58:37 - 09:58:38","electron","index.js — admin","<GRAVE>"
"25.07.2024","09:58:38 - 09:58:40","electron","Step4.jsx — feefty","<GRAVE>"
"25.07.2024","09:58:40 - 10:02:52","electron","Welcome — SAC","<META + TAB>"
"25.07.2024","10:02:52 - 10:04:25","finder","sac","<META + TAB>"
"25.07.2024","10:04:25 - 10:04:31","electron","Step4.jsx — feefty","<GRAVE>"
"25.07.2024","10:04:31 - 10:06:42","electron","index.js — admin","<TAB>"
"25.07.2024","10:06:42 - 10:06:55","slack","team_products (Channel) - Feefty - Slack","@g⏎, afetr yo u←←←ou upadte deh←←teh←h←e amdin ,<TAB>"
"25.07.2024","10:06:55 - 10:06:56","electron","index.js — admin","<TAB>"
"25.07.2024","10:06:56 - 10:10:25","slack","team_products (Channel) - Feefty - Slack","roceDb hsa n`a←←nay `tpye.⏎S ←oi t ←←← wnoii ts hadr ot devleop←←←←←←←code <ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + RIGHT> hwen docin←←←←←addin gcoeds with coerDb, ti odesn't suggest crorect<SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←>anytin<SHIFT + ←><SHIFT + ←>hing, mesan <SHIFT + ←><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT> for devs⏎Can you hadnl←←←←←address this so thatw e nac cdoe li←←esaily leki ebfore/⏎Thank⏎svs cdoe⏎<TAB>"
"25.07.2024","10:10:25 - 10:10:35","electron","verification.js (Working Tree) (verification.js) — admin","<TAB>"
"25.07.2024","10:10:35 - 10:10:56","electron","index.js — admin","<META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + SHIFT + Z><META + SHIFT + Z><META + SHIFT + Z><ESC><TAB>"
"25.07.2024","10:10:56 - 10:10:58","slack","team_products (Channel) - Feefty - Slack","<META + TAB>"
"25.07.2024","10:10:58 - 10:11:01","electron","index.js — admin","<TAB>"
"25.07.2024","10:11:01 - 10:11:51","slack","team_products (Channel) - Feefty - Slack","whne addgni ←←←←←←←writing doces ilke 1←`awti←←ai tcoreDb.`, i tshuold swoh al ldmeol←←←←←←m← omdel naems ect⏎<META + TAB><TAB><META + TAB>"
"25.07.2024","10:11:51 - 10:12:37","electron","index.js — admin","ß<TAB>"
"25.07.2024","10:12:37 - 10:12:41","slack","team_products (Channel) - Feefty - Slack","<META + TAB>"
"25.07.2024","10:12:41 - 10:12:43","electron","index.js — admin","<META + GRAVE>"
"25.07.2024","10:12:43 - 10:13:46","electron","Step4.jsx — feefty","<TAB>"
"25.07.2024","10:13:46 - 10:13:50","slack","team_products (Channel) - Feefty - Slack","<META + TAB><META + TAB><META + TAB>"
"25.07.2024","10:13:51 - 10:13:54","finder","sac","<META + TAB><META + TAB><META + TAB>"
"25.07.2024","10:13:55 - 10:13:56","slack","team_products (Channel) - Feefty - Slack","<TAB><META + TAB><META + TAB><META + TAB>"
"25.07.2024","10:13:56 - 10:15:23","electron","Step4.jsx — feefty","<TAB><TAB>"
"25.07.2024","10:15:23 - 10:15:27","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + TAB>"
"25.07.2024","10:15:27 - 10:15:28","electron","Step4.jsx — feefty","<GRAVE>"
"25.07.2024","10:15:28 - 10:15:33","electron","index.js — admin","<CTRL + TAB><CTRL + TAB><CTRL + TAB><CTRL + TAB><CTRL + TAB>"
"25.07.2024","10:15:33 - 10:17:07","electron","verification.js — admin","<META + Z><META + Z><META + SHIFT + Z><META + SHIFT + F><META + O><META + G><META + R><META + A><META + N><META + I><META + Z><META + A><META + T><META + I><META + O><META + N><META + DOT><META + D><META + P><META + U><META + A><META + T><META + E><META + ⏎>9[⏎whree; [⏎di;<SHIFT + ESC> <META + C><META + V>,<DOWN><ESC>,⏎data; <SHIFT + ESC>[⏎verified; true<ESC><META + S><DOWN><TAB>"
"25.07.2024","10:17:07 - 10:17:12","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + TAB>"
"25.07.2024","10:17:12 - 10:18:11","electron","verification.js — admin","<META + TAB>"
"25.07.2024","10:18:11 - 10:19:11","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + C><META + TAB><META + SHIFT + F>"
"25.07.2024","10:19:11 - 10:20:21","electron","verification.js — admin","√"
"25.07.2024","10:20:21 - 10:20:22","electron","dispatch.js — admin","<META + GRAVE>"
"25.07.2024","10:20:22 - 10:20:30","electron","Step4.jsx — feefty","<META + F>exripaitonDate⏎<META + GRAVE>"
"25.07.2024","10:20:30 - 10:20:34","electron","dispatch.js — admin","cπron⏎"
"25.07.2024","10:20:34 - 10:21:25","electron","cron.js — admin","<META + F>evrifcia←←<ESC><META + SHIFT + F><META + TAB>"
"25.07.2024","10:21:25 - 10:21:26","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + TAB><TAB><TAB>"
"25.07.2024","10:21:29 - 10:22:07","slack","team_products (Channel) - Feefty - Slack","no←←←ni jasavcirpt w ecan do ahtt.<⏎>rucreltny i acn see managerDb<TAB><META + TAB>"
"25.07.2024","10:22:07 - 10:22:14","electron","cron.js — admin","<TAB><CTRL + TAB><CTRL + TAB>"
"25.07.2024","10:22:14 - 10:22:26","electron","index.js — admin","<ESC><META + TAB>"
"25.07.2024","10:22:26 - 10:22:28","slack","team_products (Channel) - Feefty - Slack","<META + TAB>"
"25.07.2024","10:22:28 - 10:22:37","electron","index.js — admin","<META + F><META + M><META + N><META + A><META + A><META + G><META + R><META + E>Db⏎"
"25.07.2024","10:22:37 - 10:22:44","electron","indexing.js — admin","mana.⏎←<TAB>"
"25.07.2024","10:22:44 - 10:23:14","slack","team_products (Channel) - Feefty - Slack","it rowksiw th <RIGHT>.⏎<TAB><META + TAB>sinec prisma is typecsript <META + SHIFT + LEFT><META + SHIFT + ←><TAB>"
"25.07.2024","10:23:14 - 10:23:25","electron","indexing.js — admin","Ω<META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z>ß<CTRL + TAB>"
"25.07.2024","10:23:25 - 10:23:29","electron","index.js — admin","<META + C><TAB>"
"25.07.2024","10:23:29 - 10:24:11","slack","team_products (Channel) - Feefty - Slack","√⏎i foyu hvoe ←r on `←prisma<LEFT><LEFT><LEFT><LEFT><LEFT><LEFT>`<META + RIGHT><META + GRAVE>, uoy casn e eit's types←⏎<TAB>"
"25.07.2024","10:24:11 - 10:24:16","electron","index.js — admin","<META + C><META + TAB><META + V>"
"25.07.2024","10:24:16 - 10:24:26","slack","team_products (Channel) - Feefty - Slack","⏎but coerDb ahs `an`y tpye⏎<TAB>"
"25.07.2024","10:24:26 - 10:37:55","electron","index.js — admin","<META + TAB><TAB><TAB><CTRL + TAB><CTRL + TAB><CTRL + TAB><CTRL + TAB>"
"25.07.2024","10:37:55 - 10:37:55","electron","verification.js — admin","<META + TAB>"
"25.07.2024","10:38:01 - 10:38:02","slack","dev (Channel) - Feefty - 1 new item - Slack","<META + TAB>"
"25.07.2024","10:38:09 - 10:38:10","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<TAB>"
"25.07.2024","10:38:10 - 10:38:11","slack","Phong Ho (DM) - Feefty - 1 new item - Slack","<TAB><META + TAB>"
"25.07.2024","10:41:05 - 10:41:22","electron","verification.js — admin","<META + X><META + GRAVE><GRAVE><META + Z>"
"25.07.2024","10:48:57 - 10:50:03","slack","Activity - Feefty - Slack","as you can see, ia lreyda add cedos to sohw htoer,a lsf oiexx←←ed←←←←←←←←←←←←<LEFT><LEFT><LEFT><LEFT><LEFT>`<META + RIGHT><META + GRAVE>⏎"
"25.07.2024","10:50:03 - 10:50:04","slack","Phong Ho (DM) - Feefty - Slack","<TAB><TAB>"
"25.07.2024","10:50:04 - 10:52:40","electron","Header.tsx — stoned-ape-web","<TAB>"
"25.07.2024","10:52:40 - 10:52:42","slack","Lucky (DM) - Devil - Slack","<META + TAB>"
"25.07.2024","10:52:42 - 10:52:43","telegram","Phong <> SAC @ Phong Ho","<META + TAB>/"
"25.07.2024","10:52:43 - 10:58:59","slack","Lucky (DM) - Devil - Slack","satking⏎<META + LEFT>`<RIGHT>`⏎<META + TAB>"
"25.07.2024","10:58:59 - 10:58:59","slack","Phong Ho (DM) - Feefty - Slack","<TAB>"
"25.07.2024","10:58:59 - 10:59:00","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<TAB>"
"25.07.2024","10:59:06 - 10:59:08","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + C><TAB>"
"25.07.2024","10:59:08 - 10:59:31","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","I ahve anotheq ruestion<TAB>"
"25.07.2024","10:59:31 - 10:59:32","special:null","Update `organization.verified` from Verification · Issue #1443 · Feefty/admin","<META + TAB>å"
"25.07.2024","10:59:32 - 10:59:45","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","←<META + TAB>"
"25.07.2024","10:59:45 - 10:59:45","special:null","ongoing · Feefty","<TAB>"
"25.07.2024","10:59:50 - 10:59:51","","No title","<META + GRAVE>"
"25.07.2024","11:00:17 - 11:00:17","electron",".env — admin","<GRAVE>"
"25.07.2024","11:00:17 - 11:00:19","electron","verifyUser.js — feefty","<TAB>"
"25.07.2024","11:00:19 - 11:01:23","special:null","Re: [Feefty/feefty] Fix on relation between user, userVerification and identityDocument (Issue #3260) - phong.towork@gmail.com - Gmail","<GRAVE>"
"25.07.2024","11:01:23 - 11:01:26","special:null","ongoing · Feefty","<TAB>"
"25.07.2024","11:01:26 - 11:01:26","special:null","Update organization status in admin · Issue #1441 · Feefty/admin","<TAB><META + TAB>"
"25.07.2024","11:01:27 - 11:01:28","special:null","Update organization status in admin · Issue #1441 · Feefty/admin","<META + TAB>"
"25.07.2024","11:01:29 - 11:01:38","special:null","Update organization status in admin · Issue #1441 · Feefty/admin","<TAB><TAB>"
"25.07.2024","11:01:38 - 11:01:39","special:null","Update user status in admin · Issue #1440 · Feefty/admin","<META + C><META + TAB>"
"25.07.2024","11:01:39 - 11:01:40","electron","verifyUser.js — feefty","<META + GRAVE>"
