"Date","Pressing period","Application","Title","Keystrokes"
"11.07.2024","00:38:52 - 00:40:21","electron","RenewalKycVerification.jsx (Working Tree) (RenewalKycVerification.jsx) — feefty","qgti lgo⏎qgi tad d,←.<META + ←>git comim t←←t←←←<ALT + ←><ALT + ←><ALT + T><ALT + SPACE><ALT + A><ALT + D><ALT + D><ALT + SPACE><META + ←>"
"11.07.2024","00:40:21 - 00:41:34","electron","en-US.json (Working Tree) (en-US.json) — feefty","gti comi←mit -m 'fix en wdro'<META + ←>git log⏎qtig psuh org←igin<META + ←>gi tb←romtee ⏎v-<META + TAB>"
"11.07.2024","00:41:34 - 00:41:36","special:null","Commits · Feefty/admin","<META + TAB>"
"11.07.2024","00:41:36 - 00:42:19","electron","en-US.json (Working Tree) (en-US.json) — feefty","git rem←m eotadd ←my←ine<META + ←>←git pu hsorgiin ←/32←←←←←←←←←<TAB>"
"11.07.2024","00:42:19 - 00:42:46","special:null","Feefty/admin","2300←←←←←←←←"
"11.07.2024","00:42:46 - 00:43:39","special:null","Compare · Feefty/admin","stage←←←←←←←"
"11.07.2024","00:43:39 - 00:43:41","special:null","Comparing develop...release/2.1.24 · Feefty/admin","<META + TAB>"
"11.07.2024","00:43:41 - 00:43:46","electron","en-US.json (Working Tree) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:43:46 - 00:44:35","special:null","Comparing develop...release/2.1.24 · Feefty/admin","<META + TAB>"
"11.07.2024","00:44:35 - 00:44:52","electron","en-US.json (Working Tree) (en-US.json) — feefty","<META + ←><META + TAB>"
"11.07.2024","00:44:52 - 00:44:54","special:null","Comparing develop...release/2.1.24 · Feefty/admin","<TAB>"
"11.07.2024","00:44:54 - 00:45:05","electron","en-US.json (Working Tree) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:45:05 - 00:45:09","special:null","Comparing develop...release/2.1.24 · Feefty/admin","<META + TAB>"
"11.07.2024","00:45:09 - 00:45:12","electron","en-US.json (Working Tree) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:45:12 - 00:45:15","special:null","Comparing develop...release/2.1.24 · Feefty/admin","<META + TAB>"
"11.07.2024","00:45:15 - 00:45:20","electron","en-US.json (Working Tree) (en-US.json) — feefty","<TAB>"
"11.07.2024","00:45:30 - 00:45:31","special:null","Create userVerification for existing users · Issue #3200 · Feefty/feefty","<TAB>"
"11.07.2024","00:45:31 - 00:45:34","electron","en-US.json (Working Tree) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:45:34 - 00:45:44","special:null","Create userVerification for existing users · Issue #3200 · Feefty/feefty","<META + TAB>"
"11.07.2024","00:45:44 - 00:45:51","electron","en-US.json (Working Tree) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:45:51 - 00:45:54","special:null","Create userVerification for existing users · Issue #3200 · Feefty/feefty","<TAB>"
"11.07.2024","00:45:54 - 00:46:04","electron","en-US.json (Working Tree) (en-US.json) — feefty","←<META + TAB>"
"11.07.2024","00:46:04 - 00:46:06","special:null","Create userVerification for existing users · Issue #3200 · Feefty/feefty","<META + TAB>"
"11.07.2024","00:46:06 - 00:47:01","electron","en-US.json (Working Tree) (en-US.json) — feefty","g←←git ehcckuo t-b ifx/usre-vericifatino←←←←←←←←←←←←←←←←←←←←←<META + ←>←git lo←←bnarch⏎qgit chcekou t-b 2300-<TAB>"
"11.07.2024","00:47:01 - 00:47:01","special:null","Create userVerification for existing users · Issue #3200 · Feefty/feefty","<TAB>c"
"11.07.2024","00:47:01 - 00:48:10","electron","en-US.json (Working Tree) (en-US.json) — feefty","reeta-userveifircaoitn←←←←←←←←←←←←←←←←←←←←←←←←←←←←←←<META + ←>git pull<META + ←>git add .<META + ←>tig ehcckout b- 243<META + ←>tig add ."
"11.07.2024","00:48:10 - 00:48:19","electron","RenewalKycVerification.jsx (Working Tree) (RenewalKycVerification.jsx) — feefty","ddddd←←←←←"
"11.07.2024","00:48:19 - 00:49:23","electron","en-US.json (Index) (en-US.json) — feefty","ddddddddffd<META + ←>git mocmit -m 'sdfsdf'<META + ←>gi tlog<META + ←><META + I><META + G>t cmomi t<META + ←>lg←it gol⏎qgit pus horign 3200←←←←devleop←←←←←←←←←←←←←3200<META + TAB>"
"11.07.2024","00:49:23 - 00:49:24","special:null","Create userVerification for existing users · Issue #3200 · Feefty/feefty","<TAB>"
"11.07.2024","00:49:24 - 00:49:34","electron","en-US.json (Index) (en-US.json) — feefty","←git oc←←ad ← d.<META + ←>git ocmimt <META + TAB>"
"11.07.2024","00:49:34 - 00:49:35","special:null","Create userVerification for existing users · Issue #3200 · Feefty/feefty","<META + TAB>"
"11.07.2024","00:49:35 - 00:49:59","electron","en-US.json (Index) (en-US.json) — feefty","<TAB>"
"11.07.2024","00:49:59 - 00:50:00","special:null","Create userVerification for existing users · Issue #3200 · Feefty/feefty","<META + TAB>"
"11.07.2024","00:50:00 - 00:52:06","electron","en-US.json (Index) (en-US.json) — feefty","<META + ←>igt lgo⏎<META + TAB>"
"11.07.2024","00:52:59 - 00:54:21","special:null","refactor: #3401 remove gearing from product to price model by GiovanniColonni · Pull Request #3402 · Feefty/feefty","3200<DOWN><META + TAB>"
"11.07.2024","00:54:21 - 00:54:22","electron","en-US.json (Index) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:54:22 - 00:54:24","special:null","refactor: #3401 remove gearing from product to price model by GiovanniColonni · Pull Request #3402 · Feefty/feefty","<META + TAB>"
"11.07.2024","00:54:24 - 00:54:38","electron","en-US.json (Index) (en-US.json) — feefty","q<META + TAB>"
"11.07.2024","00:54:38 - 00:54:39","special:null","refactor: #3401 remove gearing from product to price model by GiovanniColonni · Pull Request #3402 · Feefty/feefty","<TAB>"
"11.07.2024","00:54:39 - 00:54:40","electron","en-US.json (Index) (en-US.json) — feefty","<TAB>"
"11.07.2024","00:54:40 - 00:54:41","special:null","refactor: #3401 remove gearing from product to price model by GiovanniColonni · Pull Request #3402 · Feefty/feefty","<TAB>"
"11.07.2024","00:54:41 - 00:54:44","electron","en-US.json (Index) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:54:44 - 00:55:00","special:null","refactor: #3401 remove gearing from product to price model by GiovanniColonni · Pull Request #3402 · Feefty/feefty","<TAB>"
"11.07.2024","00:55:00 - 00:55:01","electron","en-US.json (Index) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:55:01 - 00:55:01","special:null","refactor: #3401 remove gearing from product to price model by GiovanniColonni · Pull Request #3402 · Feefty/feefty","<CTRL + TAB><CTRL + TAB><CTRL + TAB>"
"11.07.2024","00:55:01 - 00:55:02","special:null","remove gearing from product to price model · Issue #3401 · Feefty/feefty","<TAB><TAB>"
"11.07.2024","00:55:02 - 00:55:06","special:null","Create INITIAL Verification for Organizations with none · Issue #3375 · Feefty/feefty","<TAB><TAB><TAB><TAB>"
"11.07.2024","00:55:34 - 00:56:27","special:null","Git - git Documentation","tig cherry pcik⏎"
"11.07.2024","00:56:27 - 00:56:44","special:null","Git - git-cherry-pick Documentation","<META + TAB>"
"11.07.2024","00:56:44 - 00:56:47","electron","en-US.json (Index) (en-US.json) — feefty","<META + TAB>"
"11.07.2024","00:56:47 - 00:57:34","special:null","Git - git-cherry-pick Documentation","<DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><UP><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><UP><UP><DOWN><UP><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><UP><UP><UP><UP><UP><TAB>"
"11.07.2024","00:57:34 - 00:59:34","electron","en-US.json (Index) (en-US.json) — feefty","git bracnh⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎qgit crb←an hc0D←-←←-d←D 2290<META + ←>g tichekcout -b=←←←-b ←←←← stgaing←←←←←←←b-<ALT + ←><ALT + ←><ALT + ←><ALT + ←>git chekcou tmian\⏎←←gti chcekuot  b-3200<META + ←><META + ←><TAB>"
"11.07.2024","00:59:34 - 00:59:38","special:null","Git - git-cherry-pick Documentation","<TAB>"
"11.07.2024","00:59:38 - 01:00:51","electron","en-US.json (Index) (en-US.json) — feefty","<TAB><TAB>"
"11.07.2024","01:00:51 - 01:08:35","skype","Skype","I dont rty toc atchu pt hat⏎wil liwthdardw ←←←←←←dra wno⏎w<META + TAB>yeah <META + TAB><META + TAB>yeahyeha got  alettre⏎<META + TAB>I se⏎e<META + TAB>"
"11.07.2024","01:08:35 - 01:08:36","special:null","Gmail: Private and secure email at no cost | Google Workspace","<META + T>i"
"11.07.2024","01:08:36 - 01:08:48","special:null","New Tab"," ←←←riapdo s← v←ori←←←pire⏎"
"11.07.2024","01:08:48 - 01:08:48","special:null","Translate this page?","c"
"11.07.2024","01:08:49 - 01:08:53","special:null","airpods prie - Google Search","⏎"
"11.07.2024","01:10:35 - 01:10:35","special:null","Gmail: Private and secure email at no cost | Google Workspace","m"
"11.07.2024","01:10:35 - 01:12:47","special:null","New Tab","abco korpiec⏎"
"11.07.2024","01:12:47 - 01:12:56","special:null","macbook price - Google Search","mia csolana⏎"
"11.07.2024","01:12:56 - 01:13:17","special:null","imac solana - Google Search","si←oonma⏎"
"11.07.2024","01:13:17 - 01:13:30","special:null","imac sonoma - Google Search","silcon←←←<DOWN><DOWN>⏎"
"11.07.2024","01:13:30 - 01:29:34","special:null","imac silicon - Google Search"," irpc⏎e"
"11.07.2024","01:29:34 - 01:30:04","electron","Profile.jsx — feefty","<META + TAB>"
"11.07.2024","01:30:04 - 01:31:26","special:null","KYC renewal fixes review · Issue #3268 · Feefty/feefty","<META + TAB><TAB><META + R>"
"11.07.2024","01:31:26 - 01:31:36","special:null","git commands - Google Search","<META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB>"
"11.07.2024","01:31:55 - 01:32:04","electron","WithAppbar.jsx — feefty","<META + TAB>"
"11.07.2024","01:32:04 - 01:34:16","special:null","New Tab","Whta i sthe ddi←←←idfferenct between jsx and js iner act⏎"
"11.07.2024","01:34:16 - 01:34:28","special:null","What is the differenct between jsx and js in react - Google Search","<TAB>"
"11.07.2024","01:34:28 - 01:34:28","electron","PublicLayout.jsx — feefty","<TAB>"
"11.07.2024","01:34:28 - 01:34:29","special:null","What is the differenct between jsx and js in react - Google Search","<TAB>"
"11.07.2024","01:34:29 - 01:34:56","electron","PublicLayout.jsx — feefty","<META + TAB><TAB><META + TAB>"
"11.07.2024","01:34:56 - 03:02:27","finder",".git","<META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB>"
"11.07.2024","03:02:27 - 03:02:44","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"11.07.2024","03:02:44 - 03:03:25","electron","RenewalKycVerification.jsx (Working Tree) (RenewalKycVerification.jsx) — feefty","<META + Z><META + Z><META + Z>"
"11.07.2024","03:03:25 - 03:04:51","electron","index.jsx — feefty","<CTRL + TAB><META + P>verifica<META + ←>kycver<DOWN>⏎"
"11.07.2024","03:04:51 - 03:05:41","electron","FirstKycVerification.jsx — feefty","<META + F>localstorage⏎<META + C>"
"11.07.2024","03:05:41 - 03:05:44","electron","Step1.jsx — feefty","<META + F><META + V><ESC>"
"11.07.2024","03:05:44 - 03:05:47","electron","Step2.jsx — feefty","<META + F><META + V><ESC>"
"11.07.2024","03:05:47 - 03:05:50","electron","Step3.jsx — feefty","<META + F><META + V><ESC><META + F><META + V>"
"11.07.2024","03:05:50 - 03:08:42","electron","Step4.jsx — feefty","<ESC><META + F><ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + RIGHT><ALT + RIGHT><ALT + LEFT><ALT + LEFT><ALT + LEFT>←JSO<META + Z><META + Z><ALT + LEFT><LEFT><ALT + LEFT><ALT + LEFT>←`<ALT + RIGHT><ALT + RIGHT><LEFT>←`<ALT + LEFT><ALT + LEFT>4[verifi⏎.id[←]-<META + S><CTRL + TAB>"
"11.07.2024","03:08:42 - 03:08:46","electron","Step3.jsx — feefty","<CTRL + TAB>"
"11.07.2024","03:08:46 - 03:11:04","electron","FirstKycVerification.jsx — feefty","←`<ALT + RIGHT><RIGHT>←`<ALT + LEFT><ALT + LEFT>4[ <LEFT>ver⏎.id]-<RIGHT>←<META + S><META + X><META + DOT>⏎<ALT + RIGHT><ALT + RIGHT><META + Z><LEFT><ALT + RIGHT>, ver⏎<META + Z><META + Z><META + Z><META + Z><DOWN><LEFT><LEFT><LEFT>, verifi⏎<META + S><META + C><META + F><META + V><ESC><META + SHIFT + F>"
"11.07.2024","03:11:04 - 03:11:04","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"11.07.2024","03:11:04 - 03:11:06","finder",".git","<META + TAB><META + TAB><META + TAB>"
"11.07.2024","03:11:41 - 03:11:46","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"11.07.2024","03:11:46 - 03:12:31","electron","RenewalKycVerification.jsx — feefty","←`<ALT + RIGHT><ALT + RIGHT><RIGHT>←`<ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + RIGHT><ALT + ←>v=4←←←4[veri⏎.id]<RIGHT><RIGHT><META + S><DOWN><DOWN><DOWN><LEFT><LEFT><LEFT>, verifi⏎.←<ESC><ESC><META + S>"
"11.07.2024","03:12:31 - 03:14:11","electron","Step3.jsx — feefty","←`<ALT + RIGHT><ALT + RIGHT><ALT + RIGHT><LEFT>←`<ALT + LEFT><ALT + LEFT><ALT + LEFT>4[verifi⏎.id[←]<SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT><SHIFT + RIGHT>←<RIGHT><RIGHT><RIGHT><META + S>"
"11.07.2024","03:14:11 - 03:14:22","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"11.07.2024","03:14:22 - 03:14:23","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"11.07.2024","03:14:23 - 03:14:24","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"11.07.2024","03:14:24 - 03:21:30","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"11.07.2024","03:21:30 - 03:21:31","electron","RenewalKycVerification.jsx — feefty","<DOWN><DOWN><DOWN>"
"11.07.2024","03:21:31 - 03:21:53","electron","Step3.jsx — feefty","<UP><UP>"
"11.07.2024","03:21:53 - 03:21:54","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"11.07.2024","03:21:54 - 03:21:57","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"11.07.2024","03:21:57 - 03:23:01","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"11.07.2024","03:23:01 - 03:23:13","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"11.07.2024","03:23:13 - 03:23:14","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"11.07.2024","03:23:14 - 03:23:15","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB><META + TAB><META + TAB><META + TAB>"
"11.07.2024","03:23:15 - 03:23:24","finder",".git","<TAB><META + TAB><META + TAB>"
"11.07.2024","03:23:24 - 03:23:30","google chrome","Inbox - npopadic93@gmail.com - Gmail","<META + GRAVE><META + GRAVE>"
"11.07.2024","03:23:30 - 03:23:31","google chrome","What is the differenct between jsx and js in react - Google Search","<META + GRAVE><META + GRAVE><META + GRAVE>"
"11.07.2024","03:23:31 - 03:23:32","google chrome","Inbox - npopadic93@gmail.com - Gmail","<GRAVE>"
"11.07.2024","03:25:52 - 03:29:56","google chrome","Verification renewal","<META + R><META + TAB>"
"11.07.2024","03:29:56 - 03:29:57","telegram","Adrian Hurimiuc @ Phong Ho","<META + TAB>"
"11.07.2024","03:29:57 - 03:29:58","google chrome","Verification renewal","<META + TAB><META + TAB>"
"11.07.2024","03:29:58 - 03:29:58","slack","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + TAB>"
"11.07.2024","03:29:58 - 03:30:12","google chrome","Verification renewal","<META + TAB>"
"11.07.2024","03:30:12 - 03:31:40","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"11.07.2024","03:31:40 - 03:31:42","google chrome","KYC renewal fixes review · Issue #3268 · Feefty/feefty","<META + TAB>"
"11.07.2024","03:31:42 - 03:31:46","electron","RenewalKycVerification.jsx — feefty","<META + P>updatekycsi⏎"
"11.07.2024","03:31:46 - 03:32:07","electron","updateKycSigner.js — feefty","<META + F>.type<UP><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><META + TAB>"
"11.07.2024","03:32:07 - 03:32:09","google chrome","KYC renewal fixes review · Issue #3268 · Feefty/feefty","<META + TAB>"
"11.07.2024","03:32:09 - 03:35:40","electron","updateKycSigner.js — feefty","]←\←⏎if91membe⏎<RIGHT> ert←←←return false;<META + F>.type⏎<ESC><UP><META + RIGHT>⏎if91member ←<RIGHT> return ← false;<RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><LEFT><LEFT><LEFT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><DOWN><DOWN><DOWN><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><META + F>.type⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎<META + S><META + TAB>"
"11.07.2024","03:35:40 - 03:47:09","google chrome","KYC renewal fixes review · Issue #3268 · Feefty/feefty","<ESC><DOWN><DOWN><DOWN><DOWN><DOWN><ESC>"
"11.07.2024","03:47:09 - 03:47:17","electron","updateKycSigner.js — feefty","<META + GRAVE>"
"11.07.2024","03:47:17 - 03:47:17","electron","VerificationList.jsx — admin","<META + GRAVE>"
"11.07.2024","03:47:17 - 03:47:18","electron","updateKycSigner.js — feefty","<GRAVE>"
"11.07.2024","03:47:18 - 03:49:38","electron","VerificationList.jsx — admin","git log⏎qgit checkout develop⏎git pull origin develop⏎<META + P>read⏎"
"11.07.2024","03:49:38 - 03:49:39","electron","README.md (3f90361) ⟷ README.md (2a9d5b9) (README.md (3f90361) ↔ README.md (2a9d5b9)) — admin","<META + P><META + P>ac"
"11.07.2024","03:49:39 - 03:49:44","electron","README.md — admin","<META + Z><META + P>package⏎"
"11.07.2024","03:49:44 - 03:50:29","electron","package.json — admin","<DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><UP><UP>yarn core;generate⏎<META + C><META + P><META + V>⏎"
