"Date","Pressing period","Application","Title","Keystrokes"
"17.07.2024","09:25:02 - 09:25:05","special:null","Marc-Antoine Fonné (DM) - Feefty - Slack","<META + GRAVE>"
"17.07.2024","09:25:24 - 09:25:41","skype","Skype","ih,ih ⏎<META + TAB>"
"17.07.2024","09:25:41 - 09:25:42","telegram","Phong Ho","<META + TAB>"
"17.07.2024","09:25:42 - 09:25:45","skype","Skype","<META + TAB>"
"17.07.2024","09:25:45 - 09:25:47","telegram","Phong Ho","<TAB>"
"17.07.2024","09:25:47 - 09:26:01","skype","Skype","<META + TAB><META + TAB>"
"17.07.2024","09:26:13 - 09:26:15","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:26:15 - 09:26:16","electron","_app.jsx — mainbuild","<GRAVE><META + GRAVE>"
"17.07.2024","09:26:18 - 09:26:19","","No title","<GRAVE><GRAVE>"
"17.07.2024","09:26:56 - 09:28:38","electron","Profile.jsx (Working Tree) (Profile.jsx) — feefty","<META + TAB>"
"17.07.2024","09:28:38 - 09:28:41","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB><META + F>"
"17.07.2024","09:28:41 - 09:29:11","electron","Profile.jsx (Working Tree) (Profile.jsx) — feefty","←'NICATEVI'"
"17.07.2024","09:29:11 - 09:29:17","electron","anonymizeDataFromBackup.js — feefty","<META + TAB><META + TAB>ΩΩ<META + TAB><META + TAB>"
"17.07.2024","09:29:17 - 09:29:19","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:29:19 - 09:29:50","electron","anonymizeDataFromBackup.js — feefty","←<RIGHT>←'<SHIFT + ←>ED⏎ß"
"17.07.2024","09:29:50 - 09:29:53","electron","signup.js — feefty","<META + TAB>"
"17.07.2024","09:29:53 - 09:29:54","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","ç<META + TAB>"
"17.07.2024","09:29:54 - 09:30:37","electron","signup.js — feefty","<META + V>"
"17.07.2024","09:30:37 - 09:30:38","electron","registerOrganization.js — feefty","<TAB>"
"17.07.2024","09:30:38 - 09:30:42","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<META + TAB>"
"17.07.2024","09:30:42 - 09:30:53","electron","registerOrganization.js — feefty","ACTIVE<DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><UP><UP><ALT + RIGHT><ALT + ←><ALT + RIGHT>←←'ACTVEIß<TAB>"
"17.07.2024","09:30:53 - 09:31:12","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<META + TAB>"
"17.07.2024","09:31:12 - 09:35:01","electron","registerOrganization.js — feefty","←ACTUEV←←←IVEß<TAB>"
"17.07.2024","09:35:01 - 09:36:32","slack","discuss (Channel) - Devil - Slack","<TAB>"
"17.07.2024","09:36:32 - 09:36:34","electron","register.js — feefty","<META + TAB><TAB>"
"17.07.2024","09:36:34 - 09:36:34","slack","discuss (Channel) - Devil - Slack","<META + TAB><META + TAB>"
"17.07.2024","09:36:36 - 09:36:45","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","ç<TAB>"
"17.07.2024","09:36:45 - 09:36:48","electron","register.js — feefty","<META + TAB>"
"17.07.2024","09:36:48 - 09:36:50","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:36:50 - 09:37:03","electron","register.js — feefty","√<META + V><META + V>ß<TAB>"
"17.07.2024","09:37:03 - 09:37:04","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","ç<META + TAB>"
"17.07.2024","09:37:04 - 09:37:09","electron","register.js — feefty","πsceamh⏎"
"17.07.2024","09:37:09 - 09:37:11","electron","schema.prisma — feefty","<TAB>"
"17.07.2024","09:37:11 - 09:37:12","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<META + TAB>√ƒ"
"17.07.2024","09:37:12 - 09:37:18","electron","schema.prisma — feefty","<ESC>≈<META + X><TAB>"
"17.07.2024","09:37:18 - 09:37:19","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:37:19 - 09:37:26","electron","schema.prisma — feefty","<META + S><TAB>"
"17.07.2024","09:37:26 - 09:37:27","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:37:27 - 09:37:38","electron","schema.prisma — feefty","<TAB>"
"17.07.2024","09:37:38 - 09:37:42","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:37:42 - 09:37:44","electron","schema.prisma — feefty","<META + TAB>"
"17.07.2024","09:37:44 - 09:37:46","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<META + TAB>"
"17.07.2024","09:37:46 - 09:37:47","electron","schema.prisma — feefty","<META + TAB>"
"17.07.2024","09:37:47 - 09:37:48","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<META + TAB>π"
"17.07.2024","09:37:48 - 09:37:51","electron","schema.prisma — feefty","rsiegtre⏎ƒ"
"17.07.2024","09:37:51 - 09:39:09","electron","register.js — feefty","rogaazinnoit⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎⏎<META + TAB>"
"17.07.2024","09:39:09 - 09:39:14","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:39:14 - 09:40:29","electron","register.js — feefty"," dcco⏎<TAB>dc←←←←nray pmsiragim reta ved- -amne 'orgainzaoitnts atsu'- -aercte-pon←←←onyl⏎n<TAB>"
"17.07.2024","09:40:29 - 09:40:41","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:40:41 - 09:41:52","electron","register.js — feefty","<UP>⏎y"
"17.07.2024","09:41:52 - 09:42:28","electron","migration.sql — feefty","⏎ç<TAB><META + V>⏎ç<META + V><META + V>statsuç√<TAB>"
"17.07.2024","09:42:28 - 09:42:30","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","ç<META + TAB>"
"17.07.2024","09:42:30 - 09:42:32","electron","migration.sql — feefty","√<TAB>"
"17.07.2024","09:42:32 - 09:42:34","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","ç<TAB>"
"17.07.2024","09:42:34 - 09:42:36","electron","migration.sql — feefty","<META + V><TAB>"
"17.07.2024","09:42:36 - 09:42:38","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>ç"
"17.07.2024","09:42:38 - 09:42:40","electron","migration.sql — feefty","√<TAB>"
"17.07.2024","09:42:40 - 09:42:41","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<META + C><TAB>"
"17.07.2024","09:42:41 - 09:42:52","electron","migration.sql — feefty","<META + V>⏎<META + S><TAB>"
"17.07.2024","09:42:52 - 09:42:55","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:42:55 - 09:42:56","electron","migration.sql — feefty","<TAB>"
"17.07.2024","09:42:56 - 09:43:04","special:null","Updates on `OrganizationStatus` · Issue #3184 · Feefty/feefty","<TAB>"
"17.07.2024","09:43:04 - 09:55:28","electron","migration.sql — feefty","<UP>←←←←←←←←<ALT + ←><ALT + ←><ALT + ←><ALT + ←>←⏎<RIGHT><RIGHT><RIGHT><RIGHT><META + TAB>"
"17.07.2024","09:55:28 - 09:55:29","skype","Skype","<TAB><TAB><META + TAB>"
"17.07.2024","09:55:29 - 10:23:58","electron","migration.sql — feefty","<TAB><GRAVE><META + TAB>"
"17.07.2024","10:42:53 - 10:48:38","slack","Phong Ho (DM) - Feefty - Slack","<ALT + TAB><META + TAB>"
"17.07.2024","10:48:38 - 10:48:39","special:null","Update to User Status and Organization Status · Issue #3308 · Feefty/feefty","<GRAVE><META + GRAVE>"
"17.07.2024","10:48:39 - 10:48:54","special:null","Weather and Geolocation API - Weather and Geolocation API JSON and XML - WeatherAPI.com","<GRAVE>"
"17.07.2024","10:48:54 - 10:52:20","anydesk","New Session","<META + TAB><META + TAB><TAB>"
"17.07.2024","10:52:20 - 10:55:00","electron","express-server.js (Index) (express-server.js) — feefty","<META + TAB>"
"17.07.2024","10:55:00 - 10:55:01","special:null","Update to User Status and Organization Status · Issue #3308 · Feefty/feefty","<TAB>"
"17.07.2024","10:55:01 - 10:55:07","electron","express-server.js (Index) (express-server.js) — feefty","πsngiin⏎"
"17.07.2024","10:55:07 - 10:56:33","electron","signin.js — feefty","ƒblokced⏎⏎⏎⏎<ESC><ALT + P><META + Z><META + S>πchame⏎"
"17.07.2024","10:56:33 - 10:56:43","electron","schema.prisma — feefty","ƒomdeeslu r <ESC><TAB>"
"17.07.2024","10:56:43 - 10:56:44","electron","signin.js — feefty","<TAB>"
"17.07.2024","10:56:44 - 10:56:48","electron","schema.prisma — feefty","<TAB><TAB>ç<CTRL + TAB>"
"17.07.2024","10:56:48 - 10:56:59","electron","signin.js — feefty","<META + V><META + TAB>"
"17.07.2024","10:56:59 - 10:57:08","special:null","Update to User Status and Organization Status · Issue #3308 · Feefty/feefty","<TAB>"
"17.07.2024","10:57:08 - 10:57:37","electron","signin.js — feefty","ß<TAB><ALT + TAB><TAB>"
"17.07.2024","10:57:37 - 10:57:39","special:null","Update to User Status and Organization Status · Issue #3308 · Feefty/feefty","<META + TAB>"
"17.07.2024","10:57:39 - 10:57:41","electron","signin.js — feefty","<META + TAB>"
"17.07.2024","10:57:41 - 10:57:42","special:null","Update to User Status and Organization Status · Issue #3308 · Feefty/feefty","<META + TAB>"
"17.07.2024","10:57:42 - 10:58:24","electron","signin.js — feefty","Ïblockde"
"17.07.2024","10:58:24 - 11:34:52","electron","index.jsx — feefty","<META + TAB>"
"17.07.2024","11:34:52 - 11:38:27","special:null","Marc-Antoine Fonné (DM) - Feefty - Slack","yes, I h daog doohladiys ;0 tahnks⏎<TAB><META + GRAVE>"
"17.07.2024","11:38:27 - 11:38:28","special:null","Weather and Geolocation API - Weather and Geolocation API JSON and XML - WeatherAPI.com","<GRAVE>"
"17.07.2024","11:38:33 - 11:38:38","telegram","T F @ Phong Ho","<META + TAB><TAB>"
"17.07.2024","11:38:38 - 11:38:38","telegram","D H @ Phong Ho","<TAB>"
"17.07.2024","11:38:38 - 11:38:39","telegram","T F @ Phong Ho","<GRAVE>"
"17.07.2024","11:38:39 - 11:38:41","special:null","Weather and Geolocation API - Weather and Geolocation API JSON and XML - WeatherAPI.com","<GRAVE>"
"17.07.2024","11:38:41 - 11:39:06","special:null","Marc-Antoine Fonné (DM) - Feefty - Slack","<GRAVE>"
"17.07.2024","11:39:06 - 13:39:47","skype","Skype","ih⏎"
"17.07.2024","13:39:47 - 13:39:50","special:null","Update to User Status and Organization Status · Issue #3308 · Feefty/feefty","<META + TAB>"
"17.07.2024","16:10:08 - 22:35:05","electron","index.jsx — feefty","<META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z><META + Z>z<CTRL + TAB><META + Z>"
"17.07.2024","23:09:26 - 23:09:27","google chrome","New Tab","coupon "
"17.07.2024","23:09:27 - 23:10:39","special:null","New Tab","during checkout experss js⏎"
