"Date","Pressing period","Application","Title","Keystrokes"
"23.07.2024","11:25:50 - 11:29:40","electron","FirstKycVerification.jsx — feefty","<META + ⏎>√<LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT>←←←←←←←siengr<META + ⏎><RIGHT>fi91cl⏎<RIGHT> ruter nfsa←ls;e⏎<META + S>"
"23.07.2024","11:29:40 - 11:29:54","electron","Step1.jsx — feefty","<META + F>hanweldsa←←←save<ESC>⏎√<META + Z>"
"23.07.2024","11:29:54 - 11:29:55","electron","Step5.jsx — feefty","<META + C><CTRL + TAB>"
"23.07.2024","11:29:55 - 11:30:08","electron","Step1.jsx — feefty","<META + V>⏎<UP><ALT + RIGHT><ALT + RIGHT><ALT + RIGHT><ALT + RIGHT><ALT + RIGHT><ALT + RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT>←←←←←←elgal<META + S>ç<META + S>"
"23.07.2024","11:30:08 - 11:30:42","electron","Step2.jsx — feefty","ƒhdnalws<ESC><DOWN><DOWN>⏎⏎<META + V><ALT + LEFT><ALT + LEFT><ALT + LEFT><ALT + LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT>←←←←←<TAB>"
"23.07.2024","11:30:42 - 11:30:42","special:null","Verification renewal","<META + TAB>"
"23.07.2024","11:30:42 - 11:30:48","electron","Step2.jsx — feefty","uob<META + S>"
"23.07.2024","11:30:48 - 11:30:49","electron","Step3.jsx — feefty","<META + TAB>"
"23.07.2024","11:30:49 - 11:30:53","special:null","Verification renewal","<META + TAB>"
"23.07.2024","11:30:53 - 11:32:06","electron","Step4.jsx — feefty","⏎⏎√<META + UP><META + UP><DOWN><META + RIGHT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT>←←←←←sigrenßß<TAB>Ω<META + S>"
"23.07.2024","11:32:06 - 11:32:23","electron","RenewalKycVerification.jsx — feefty","ç⏎"
"23.07.2024","11:32:23 - 11:32:27","electron","FirstKycVerification.jsx — feefty","ç"
"23.07.2024","11:32:27 - 11:34:12","electron","RenewalKycVerification.jsx — feefty","<META + V>⏎ß⏎√<META + ⏎><META + UP><META + DOWN><META + UP><META + UP><META + RIGHT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT>←←←←←buo<META + S>⏎√<META + ⏎><META + UP><META + UP><META + RIGHT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT><LEFT>←←←←←isgnre<META + S>"
"23.07.2024","11:34:12 - 11:37:31","electron","FirstKycVerification.jsx (Working Tree) (FirstKycVerification.jsx) — feefty","<META + C><META + F><META + V>≈←←←ß<META + F>settrig⏎⏎<META + X>←←<UP><UP><UP><UP><UP><UP><UP>⏎<META + V>⏎<META + S><META + TAB>"
"23.07.2024","11:37:31 - 11:37:32","special:null","Verification renewal","<META + T>"
"23.07.2024","11:37:32 - 11:39:25","special:null","New Tab","chatgp⏎t"
"23.07.2024","11:39:25 - 11:39:51","special:null","OpenAI Platform","01131993⏎"
"23.07.2024","11:39:51 - 13:07:32","special:null","ChatGPT","Is there an<SHIFT + ←><SHIFT + ←>apswsord settign <SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←><SHIFT + ←>faeture in ogog elsheet/⏎wh asitwaht i sbet←st wa yto laern chinese⏎tahwi s←←← is kimchi/⏎ehwre cn←ani  get react ojb/<⏎>How can  Ireudce fats ←/⏎i can't rgeister t oliknined←←←←edin wtih cihnees ←←←←a hpone nubmer⏎pepci<META + ←><META + ←>kola type⏎coca ocal vs pepsi⏎lsit 10 chienesw ords⏎30 chinees wrods with se←e←xmapl esetnences⏎"
"23.07.2024","14:00:06 - 14:00:06","slack","Phong Ho (DM) - Feefty - Slack","6"
"23.07.2024","14:00:06 - 14:01:12","special:null","New Tab","2006200 eyri←←←urt oo sud⏎"
"23.07.2024","14:01:12 - 16:00:54","special:null","ChatGPT","wtah is web3⏎exampl enestecne in chinese fro can⏎/⏎wehn hte pari  s←olypmic start/⏎what sports in pairs olympi←ci fo rdprk⏎what is to pscore fo pdrk owmen footabll/⏎<UP>wtah si otp osc re←←←←←coeer← of pa←←ow←←dprk woe←emn football etam inp arsi olympic⏎whta is thef uture fo reactj.s/⏎best url←←←ulrs ofr ←←←←ot laer nblockchian⏎xpr r←pricee xepcattion⏎xpr←←rp r←pire←ec⏎√"
"23.07.2024","16:00:54 - 16:01:54","special:null","New Tab","⏎"
"23.07.2024","16:01:54 - 22:49:57","special:null","Cryptocurrency Prices, Charts And Market Capitalizations | CoinMarketCap","ƒoslana⏎"
"23.07.2024","22:49:57 - 22:50:31","slack","kore (DM) - dataflakes - Slack","Hi, what is that/⏎<META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB><META + TAB>"
"23.07.2024","22:50:31 - 22:50:40","special:null","New Tab","<GRAVE>"
"23.07.2024","22:50:40 - 22:50:41","special:null","Inbox (1) - phong.towork@gmail.com - Gmail","<GRAVE><GRAVE>"
"23.07.2024","22:58:49 - 22:59:09","special:null","ongoing · Feefty","<META + I><META + V>su⏎"
"23.07.2024","22:59:09 - 22:59:19","electron","FirstKycVerification.jsx (Working Tree) (FirstKycVerification.jsx) — feefty","dc c<TAB>o⏎yran ve⏎d<CTRL + GRAVE><CTRL + C><CTRL + SPACE><CTRL + P><CTRL + A><CTRL + D><CTRL + TAB><CTRL + ⏎><CTRL + V><CTRL + E><CTRL + R><CTRL + A><CTRL + Y><CTRL + D><CTRL + SPACE><CTRL + N><CTRL + ⏎>"
"23.07.2024","22:59:19 - 22:59:47","special:null","Feefty - Investir en Sur-Mesure","<TAB><RIGHT>/⏎a"
"23.07.2024","22:59:47 - 23:00:17","special:null","Verification renewal","ÇÇ<TAB>"
"23.07.2024","23:00:17 - 23:00:21","electron","RenewalKycVerification.jsx — feefty","<TAB>"
"23.07.2024","23:00:21 - 23:00:23","special:null","Verification renewal","<TAB>"
"23.07.2024","23:00:23 - 23:00:24","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"23.07.2024","23:00:24 - 23:00:38","special:null","Verification renewal","<TAB>"
"23.07.2024","23:00:38 - 23:00:51","electron","Step1.jsx — feefty","<META + TAB>"
"23.07.2024","23:00:51 - 23:00:59","special:null","Verification renewal","<META + TAB>"
"23.07.2024","23:00:59 - 23:01:19","electron","RenewalKycVerification.jsx — feefty","<META + F>⏎cnos.elogol9'sdf', lcic<META + ⏎><META + S><TAB>"
"23.07.2024","23:01:19 - 23:01:34","special:null","Verification renewal","<META + R><META + TAB><TAB><TAB>"
"23.07.2024","23:01:34 - 23:01:35","electron","RenewalKycVerification.jsx — feefty","<TAB>"
"23.07.2024","23:01:35 - 23:01:36","special:null","Verification renewal","<TAB>"
"23.07.2024","23:01:36 - 23:01:38","electron","RenewalKycVerification.jsx — feefty","<META + TAB>"
"23.07.2024","23:01:38 - 23:01:51","special:null","Verification renewal","<TAB>"
"23.07.2024","23:01:51 - 23:02:01","electron","RenewalKycVerification.jsx — feefty","<TAB>"
"23.07.2024","23:02:01 - 23:02:02","special:null","Verification renewal","<TAB>"
"23.07.2024","23:02:02 - 23:02:03","electron","RenewalKycVerification.jsx — feefty","<TAB>"
"23.07.2024","23:02:03 - 23:02:10","special:null","Verification renewal","<META + TAB>"
"23.07.2024","23:02:10 - 23:02:15","electron","RenewalKycVerification.jsx — feefty","<TAB>"
"23.07.2024","23:02:15 - 23:02:20","special:null","Verification renewal","<TAB>"
"23.07.2024","23:02:20 - 23:02:43","electron","RenewalKycVerification.jsx — feefty","ç<META + TAB>"
"23.07.2024","23:02:43 - 23:02:54","special:null","Verification renewal","<META + R><TAB>"
"23.07.2024","23:02:54 - 23:03:50","electron","RenewalKycVerification.jsx — feefty","çƒtesrti⏎⏎<META + C>⏎√ß<META + X><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><RIGHT><UP><RIGHT><RIGHT><META + ←><META + ←>←←←←←←←<RIGHT><LEFT>←←<RIGHT>←<DOWN><LEFT><META + ←>←<META + S><TAB>"
"23.07.2024","23:03:50 - 23:04:01","special:null","Verification renewal","<META + R><META + R><TAB>"
"23.07.2024","23:04:01 - 23:04:49","electron","RenewalKycVerification.jsx — feefty"," ,irt⏎ ,tri⏎<META + DOT>⏎<DOWN><META + S><META + X> ,tirg⏎<LEFT>≥<DOWN>⏎<META + S><META + TAB>"
"23.07.2024","23:04:49 - 23:07:02","special:null","Verification renewal","®<TAB>"
"23.07.2024","23:07:02 - 23:07:06","electron","RenewalKycVerification.jsx — feefty","<TAB>"
"23.07.2024","23:07:06 - 23:07:17","electron","updateKycSigner.js — feefty","<META + TAB>"
"23.07.2024","23:07:17 - 23:07:42","special:null","Verification renewal","<META + TAB>"
"23.07.2024","23:07:42 - 23:08:34","electron","updateKycSigner.js — feefty","⏎ex⏎; teur,<META + S><META + TAB>"
"23.07.2024","23:08:34 - 23:08:46","special:null","Verification renewal","®<META + TAB>"
"23.07.2024","23:08:46 - 23:08:59","electron","updateKycSigner.js — feefty","<GRAVE>"
"23.07.2024","23:08:59 - 23:09:06","electron","README.md — admin","πpca⏎"
"23.07.2024","23:09:06 - 23:11:37","electron","package.json — admin","ya nredv⏎"
"23.07.2024","23:11:37 - 23:12:54","electron",".env — admin","<META + GRAVE><META + GRAVE>åç<META + A>√Ω<META + V><META + TAB><TAB>"
"23.07.2024","23:12:54 - 23:13:06","special:null","Verification renewal","<GRAVE>"
"23.07.2024","23:13:06 - 23:14:37","electron",".env — admin","<RIGHT>←<DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><UP><DOWN><LEFT>←<UP><UP><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><DOWN><RIGHT><LEFT>←ƒra⏎⏎⏎←←←ocrae⏎<ESC><RIGHT>←<META + S><META + GRAVE><META + P>evn<DOWN>⏎åç<META + P>evn<DOWN>⏎å<META + V><META + S>ƒmanagrea<ESC><RIGHT>←<UP><UP><UP><UP><UP><UP><META + UP><META + RIGHT><DOWN><RIGHT><META + LEFT><META + ←><META + S><DOWN><DOWN><DOWN><DOWN><DOWN><META + F>rocea<ESC><LEFT><RIGHT>←Ω<RIGHT><RIGHT><RIGHT><RIGHT>←<DOWN><META + LEFT><RIGHT>←ß<CTRL + C><CTRL + C><CTRL + C>yn rade←<META + P><META + P>ca<DOWN><DOWN><DOWN><DOWN><DOWN>⏎<DOWN>"
"23.07.2024","23:14:37 - 23:15:17","electron","package.json — admin","cd s<TAB>r⏎aryn ved⏎`cd ad<SHIFT + TAB><⏎>yrad nev<⏎>"
"23.07.2024","23:16:13 - 23:16:14","special:null","Settings - Security","<META + GRAVE>"
"23.07.2024","23:16:25 - 23:16:29","special:null","Login | Admin","<GRAVE>"
"23.07.2024","23:16:30 - 23:16:30","special:null","Untitled","<GRAVE>"
"23.07.2024","23:28:13 - 23:54:16","special:null","Login | Admin","taelb⏎"
"23.07.2024","23:54:16 - 23:57:39","special:null","ChatGPT","chinsee workd← with examlpe sentnac←←←enecs ← ,100 ←←←←←←<META + LEFT><META + D>←show me 100 <META + RIGHT> ←, skip first 05⏎"
